subject,type,standard_score,male,female
사회탐구,세계 지리,61,"1,283","1,257"
사회탐구,세계 지리,60,854,894
사회탐구,세계 지리,59,539,551
사회탐구,세계 지리,58,499,548
사회탐구,세계 지리,57,"1,078","1,136"
사회탐구,세계 지리,56,511,589
사회탐구,세계 지리,55,421,516
사회탐구,세계 지리,54,758,942
사회탐구,세계 지리,53,318,418
사회탐구,세계 지리,52,379,403
사회탐구,세계 지리,51,408,429
사회탐구,세계 지리,50,763,804
사회탐구,세계 지리,49,315,414
사회탐구,세계 지리,48,347,398
사회탐구,세계 지리,47,424,494
사회탐구,세계 지리,46,791,879
사회탐구,세계 지리,45,389,473
사회탐구,세계 지리,44,427,484
사회탐구,세계 지리,43,853,"1,088"
사회탐구,세계 지리,42,501,530
사회탐구,세계 지리,41,391,524
사회탐구,세계 지리,40,452,519
사회탐구,세계 지리,39,798,964
사회탐구,세계 지리,38,536,539
사회탐구,세계 지리,37,355,455
사회탐구,세계 지리,36,750,743
사회탐구,세계 지리,35,255,256
사회탐구,세계 지리,34,265,277
사회탐구,세계 지리,33,327,256
사회탐구,세계 지리,32,490,379
사회탐구,세계 지리,31,73,72
사회탐구,세계 지리,30,86,84
사회탐구,세계 지리,29,41,43
사회탐구,세계 지리,28,57,60
사회탐구,세계 지리,26,27,19
사회탐구,동아시아사,67,704,488
사회탐구,동아시아사,65,879,670
사회탐구,동아시아사,64,78,71
사회탐구,동아시아사,63,557,459
사회탐구,동아시아사,62,463,449
사회탐구,동아시아사,61,449,440
사회탐구,동아시아사,60,150,185
사회탐구,동아시아사,59,731,744
사회탐구,동아시아사,58,237,221
사회탐구,동아시아사,57,367,352
사회탐구,동아시아사,56,495,598
사회탐구,동아시아사,55,281,291
사회탐구,동아시아사,54,193,193
사회탐구,동아시아사,53,486,588
사회탐구,동아시아사,52,211,247
사회탐구,동아시아사,51,247,288
사회탐구,동아시아사,50,471,460
사회탐구,동아시아사,49,198,235
사회탐구,동아시아사,48,214,279
사회탐구,동아시아사,47,527,570
사회탐구,동아시아사,46,316,345
사회탐구,동아시아사,45,309,308
사회탐구,동아시아사,44,669,696
사회탐구,동아시아사,43,328,352
사회탐구,동아시아사,42,366,434
사회탐구,동아시아사,41,842,830
사회탐구,동아시아사,40,373,408
사회탐구,동아시아사,39,326,394
사회탐구,동아시아사,38,590,629
사회탐구,동아시아사,37,357,295
사회탐구,동아시아사,36,236,236
사회탐구,동아시아사,35,390,379
사회탐구,동아시아사,34,106,103
사회탐구,동아시아사,33,110,102
사회탐구,동아시아사,32,260,166
사회탐구,동아시아사,31,57,54
사회탐구,동아시아사,29,27,13
사회탐구,세계사,65,502,247
사회탐구,세계사,63,"1,084",593
사회탐구,세계사,62,568,359
사회탐구,세계사,61,608,447
사회탐구,세계사,60,428,323
사회탐구,세계사,59,497,332
사회탐구,세계사,58,319,230
사회탐구,세계사,57,475,328
사회탐구,세계사,56,184,122
사회탐구,세계사,55,403,281
사회탐구,세계사,54,142,109
사회탐구,세계사,53,331,232
사회탐구,세계사,52,157,105
사회탐구,세계사,51,161,135
사회탐구,세계사,50,282,244
사회탐구,세계사,49,129,99
사회탐구,세계사,48,321,235
사회탐구,세계사,47,128,125
사회탐구,세계사,46,336,284
사회탐구,세계사,45,175,147
사회탐구,세계사,44,429,315
사회탐구,세계사,43,235,160
사회탐구,세계사,42,501,413
사회탐구,세계사,41,331,262
사회탐구,세계사,40,545,484
사회탐구,세계사,39,296,295
사회탐구,세계사,38,556,459
사회탐구,세계사,37,426,306
사회탐구,세계사,36,432,330
사회탐구,세계사,35,85,103
사회탐구,세계사,34,92,101
사회탐구,세계사,33,224,142
사회탐구,세계사,32,38,41
사회탐구,세계사,31,24,7
사회탐구,법과 정치,67,285,209
사회탐구,법과 정치,65,632,732
사회탐구,법과 정치,64,187,183
사회탐구,법과 정치,63,473,654
사회탐구,법과 정치,62,524,759
사회탐구,법과 정치,61,350,576
사회탐구,법과 정치,60,542,777
사회탐구,법과 정치,59,252,341
사회탐구,법과 정치,58,229,360
사회탐구,법과 정치,57,463,732
사회탐구,법과 정치,56,239,373
사회탐구,법과 정치,55,202,295
사회탐구,법과 정치,54,387,623
사회탐구,법과 정치,53,155,244
사회탐구,법과 정치,52,180,298
사회탐구,법과 정치,51,339,592
사회탐구,법과 정치,50,206,316
사회탐구,법과 정치,49,141,315
사회탐구,법과 정치,48,382,642
사회탐구,법과 정치,47,203,314
사회탐구,법과 정치,46,408,713
사회탐구,법과 정치,45,230,379
사회탐구,법과 정치,44,200,376
사회탐구,법과 정치,43,490,782
사회탐구,법과 정치,42,218,387
사회탐구,법과 정치,41,280,440
사회탐구,법과 정치,40,545,753
사회탐구,법과 정치,39,451,478
사회탐구,법과 정치,38,266,337
사회탐구,법과 정치,37,519,616
사회탐구,법과 정치,36,237,323
사회탐구,법과 정치,35,212,224
사회탐구,법과 정치,34,577,451
사회탐구,법과 정치,33,68,82
사회탐구,법과 정치,32,40,66
사회탐구,법과 정치,31,79,63
사회탐구,법과 정치,30,32,24
사회탐구,경제,72,38,3
사회탐구,경제,70,28,1
사회탐구,경제,69,79,13
사회탐구,경제,68,90,12
사회탐구,경제,67,46,6
사회탐구,경제,66,55,14
사회탐구,경제,65,102,42
사회탐구,경제,64,173,45
사회탐구,경제,63,83,30
사회탐구,경제,62,68,24
사회탐구,경제,61,81,46
사회탐구,경제,60,79,28
사회탐구,경제,59,192,71
사회탐구,경제,58,74,41
사회탐구,경제,57,98,42
사회탐구,경제,56,75,33
사회탐구,경제,55,81,39
사회탐구,경제,54,159,76
사회탐구,경제,53,77,28
사회탐구,경제,52,70,40
사회탐구,경제,51,82,46
사회탐구,경제,50,81,37
사회탐구,경제,49,167,91
사회탐구,경제,48,83,40
사회탐구,경제,47,91,53
사회탐구,경제,46,85,35
사회탐구,경제,45,110,54
사회탐구,경제,44,225,108
사회탐구,경제,43,113,67
사회탐구,경제,42,116,63
사회탐구,경제,41,120,69
사회탐구,경제,40,383,207
사회탐구,경제,39,113,69
사회탐구,경제,38,84,55
사회탐구,경제,37,73,36
사회탐구,경제,36,75,32
사회탐구,경제,35,83,49
사회탐구,경제,34,16,8
사회탐구,경제,33,19,5
사회탐구,경제,32,16,9
사회탐구,경제,30,9,2
사회탐구,사회·문화,67,944,"1,442"
사회탐구,사회·문화,65,558,"1,159"
사회탐구,사회·문화,64,"2,038","3,707"
사회탐구,사회·문화,63,"1,755","3,608"
사회탐구,사회·문화,62,"1,456","2,614"
사회탐구,사회·문화,61,895,"2,024"
사회탐구,사회·문화,60,"3,370","6,131"
사회탐구,사회·문화,59,"1,617","3,335"
사회탐구,사회·문화,58,"1,918","3,504"
사회탐구,사회·문화,57,"2,578","4,903"
사회탐구,사회·문화,56,"1,232","2,152"
사회탐구,사회·문화,55,"1,023","1,909"
사회탐구,사회·문화,54,"2,139","4,024"
사회탐구,사회·문화,53,"1,052","1,876"
사회탐구,사회·문화,52,"1,021","1,750"
사회탐구,사회·문화,51,"1,695","3,130"
사회탐구,사회·문화,50,746,"1,427"
사회탐구,사회·문화,49,789,"1,455"
사회탐구,사회·문화,48,"1,551","2,829"
사회탐구,사회·문화,47,800,"1,546"
사회탐구,사회·문화,46,706,"1,444"
사회탐구,사회·문화,45,"1,575","3,118"
사회탐구,사회·문화,44,878,"1,595"
사회탐구,사회·문화,43,899,"1,696"
사회탐구,사회·문화,42,"2,115","3,511"
사회탐구,사회·문화,41,"1,223","1,838"
사회탐구,사회·문화,40,"1,262","2,004"
사회탐구,사회·문화,39,"4,133","5,000"
사회탐구,사회·문화,38,"1,211","1,855"
사회탐구,사회·문화,37,"1,171","1,639"
사회탐구,사회·문화,36,"2,335","3,195"
사회탐구,사회·문화,35,"1,898","2,155"
사회탐구,사회·문화,34,"1,154","1,379"
사회탐구,사회·문화,33,"1,175","1,329"
사회탐구,사회·문화,32,305,329
사회탐구,사회·문화,31,251,273
사회탐구,사회·문화,30,257,262
사회탐구,사회·문화,29,133,139
과학탐구,물리 I,66,"1,140",131
과학탐구,물리 I,65,625,100
과학탐구,물리 I,64,"1,747",213
과학탐구,물리 I,63,241,33
과학탐구,물리 I,62,"1,746",256
과학탐구,물리 I,61,"2,502",410
과학탐구,물리 I,60,"2,320",369
과학탐구,물리 I,59,"1,066",207
과학탐구,물리 I,58,"1,750",340
과학탐구,물리 I,57,"2,928",568
과학탐구,물리 I,56,"1,752",386
과학탐구,물리 I,55,"1,243",315
과학탐구,물리 I,54,"1,235",282
과학탐구,물리 I,53,"2,347",595
과학탐구,물리 I,52,"1,052",243
과학탐구,물리 I,51,"1,005",267
과학탐구,물리 I,50,913,262
과학탐구,물리 I,49,"1,794",453
과학탐구,물리 I,48,863,237
과학탐구,물리 I,47,779,204
과학탐구,물리 I,46,798,232
과학탐구,물리 I,45,737,243
과학탐구,물리 I,44,"1,597",431
과학탐구,물리 I,43,785,221
과학탐구,물리 I,42,817,229
과학탐구,물리 I,41,822,227
과학탐구,물리 I,40,"1,732",471
과학탐구,물리 I,39,731,193
과학탐구,물리 I,38,876,202
과학탐구,물리 I,37,839,194
과학탐구,물리 I,36,"1,679",376
과학탐구,물리 I,35,744,153
과학탐구,물리 I,34,666,143
과학탐구,물리 I,33,634,134
과학탐구,물리 I,32,"1,512",305
과학탐구,물리 I,31,259,71
과학탐구,물리 I,30,248,49
과학탐구,물리 I,29,150,44
과학탐구,물리 I,28,200,37
과학탐구,물리 I,26,79,13
과학탐구,화학 I,67,768,173
과학탐구,화학 I,65,708,214
과학탐구,화학 I,64,"1,006",303
과학탐구,화학 I,63,138,42
과학탐구,화학 I,62,"2,202",894
과학탐구,화학 I,61,"1,768",826
과학탐구,화학 I,60,"3,562","1,812"
과학탐구,화학 I,59,706,396
과학탐구,화학 I,58,"2,916","1,643"
과학탐구,화학 I,57,"2,275","1,339"
과학탐구,화학 I,56,"1,569","1,071"
과학탐구,화학 I,55,"2,559","1,689"
과학탐구,화학 I,54,"3,029","2,156"
과학탐구,화학 I,53,"1,299",956
과학탐구,화학 I,52,"1,207",839
과학탐구,화학 I,51,"1,257",946
과학탐구,화학 I,50,775,580
과학탐구,화학 I,49,"1,083",816
과학탐구,화학 I,48,805,609
과학탐구,화학 I,47,"1,662","1,284"
과학탐구,화학 I,46,686,493
과학탐구,화학 I,45,833,657
과학탐구,화학 I,44,642,468
과학탐구,화학 I,43,695,556
과학탐구,화학 I,42,764,631
과학탐구,화학 I,41,633,464
과학탐구,화학 I,40,"1,368","1,113"
과학탐구,화학 I,39,648,506
과학탐구,화학 I,38,823,573
과학탐구,화학 I,37,678,483
과학탐구,화학 I,36,776,553
과학탐구,화학 I,35,717,491
과학탐구,화학 I,34,621,397
과학탐구,화학 I,33,805,491
과학탐구,화학 I,32,"1,147",673
과학탐구,화학 I,31,509,285
과학탐구,화학 I,30,335,173
과학탐구,화학 I,29,822,319
과학탐구,화학 I,28,165,84
과학탐구,화학 I,27,198,104
과학탐구,화학 I,26,90,43
과학탐구,화학 I,25,126,68
과학탐구,화학 I,23,48,27
과학탐구,생명 과학 I,67,"1,732","1,033"
과학탐구,생명 과학 I,66,"1,676","1,268"
과학탐구,생명 과학 I,65,"1,461",782
과학탐구,생명 과학 I,64,559,491
과학탐구,생명 과학 I,63,"4,190","2,888"
과학탐구,생명 과학 I,62,"1,895","1,711"
과학탐구,생명 과학 I,61,"2,837","2,321"
과학탐구,생명 과학 I,60,828,688
과학탐구,생명 과학 I,59,"4,454","4,173"
과학탐구,생명 과학 I,58,"1,147","1,223"
과학탐구,생명 과학 I,57,"2,373","2,383"
과학탐구,생명 과학 I,56,"1,327","1,282"
과학탐구,생명 과학 I,55,"3,113","3,326"
과학탐구,생명 과학 I,54,"1,073","1,078"
과학탐구,생명 과학 I,53,"1,508","1,591"
과학탐구,생명 과학 I,52,"1,301","1,354"
과학탐구,생명 과학 I,51,"2,496","2,582"
과학탐구,생명 과학 I,50,"1,084","1,141"
과학탐구,생명 과학 I,49,"1,270","1,344"
과학탐구,생명 과학 I,48,"1,278","1,397"
과학탐구,생명 과학 I,47,"2,619","2,746"
과학탐구,생명 과학 I,46,"1,305","1,280"
과학탐구,생명 과학 I,45,"1,450","1,486"
과학탐구,생명 과학 I,44,"1,493","1,548"
과학탐구,생명 과학 I,43,"3,228","3,071"
과학탐구,생명 과학 I,42,"1,621","1,415"
과학탐구,생명 과학 I,41,"1,773","1,603"
과학탐구,생명 과학 I,40,"3,511","3,009"
과학탐구,생명 과학 I,39,"1,950","1,541"
과학탐구,생명 과학 I,38,"1,650","1,157"
과학탐구,생명 과학 I,37,"2,035","1,316"
과학탐구,생명 과학 I,36,"3,484","1,986"
과학탐구,생명 과학 I,35,"1,396",805
과학탐구,생명 과학 I,34,865,502
과학탐구,생명 과학 I,33,"1,374",640
과학탐구,생명 과학 I,32,971,504
과학탐구,생명 과학 I,31,346,151
과학탐구,생명 과학 I,30,106,56
과학탐구,생명 과학 I,29,183,68
과학탐구,생명 과학 I,28,88,43
과학탐구,지구 과학 I,74,161,57
과학탐구,지구 과학 I,72,214,73
과학탐구,지구 과학 I,71,588,203
과학탐구,지구 과학 I,70,140,48
과학탐구,지구 과학 I,69,"1,959",773
과학탐구,지구 과학 I,68,782,301
과학탐구,지구 과학 I,67,"2,048",799
과학탐구,지구 과학 I,66,"1,229",540
과학탐구,지구 과학 I,65,"1,967",902
과학탐구,지구 과학 I,64,"2,322","1,070"
과학탐구,지구 과학 I,63,"1,818",825
과학탐구,지구 과학 I,62,"2,909","1,406"
과학탐구,지구 과학 I,61,"2,274","1,114"
